Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_oregano,Test_Overall,Test_cloves,Test_cumin,Test_oregano,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",None,68.75,33.33,84.62,88.24,70.59,16.67,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:18, cumin:0, oregano:1 → cloves (18 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",0.009,-1.84,1.84
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.66,100.0,95.83,100.0,54.55,100.0,42.11,17.65,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:60, cumin:0, oregano:3 → cloves (60 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ✅",0.008,44.11,44.11
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],87.5,80.0,84.0,100.0,94.12,100.0,83.33,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",0.0,-6.62,6.62
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],89.06,86.36,82.61,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, oregano:0 → cloves (11 / 11) ✅",0.0,-10.94,10.94
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",None,91.76,100.0,84.68,90.91,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, oregano:0 → cloves (57 / 57) ✅",0.0,26.24,26.24
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",None,92.41,100.0,87.67,89.61,65.45,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ✅",0.0,26.96,26.96
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",None,92.86,100.0,84.87,93.96,65.79,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, oregano:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, oregano:0 → cloves (75 / 75) ✅",0.0,27.07,27.07
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,92.61,100.0,87.9,90.18,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, oregano:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, oregano:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, oregano:0 → cloves (57 / 57) ✅",0.0,27.09,27.09
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],94.42,92.41,96.75,93.96,70.18,77.5,97.44,31.43,"[cumin.real.9511a582c32f.csv] cloves:1, cumin:69, oregano:58 → cumin (69 / 128) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:40, cumin:27, oregano:61 → oregano (61 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:21, cumin:1, oregano:17 → cloves (21 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:2, cumin:27, oregano:46 → oregano (46 / 75) ❌",-0.002,24.24,24.24
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,96.33,97.37,100.0,91.18,"[cumin.real.9511a582c32f.csv] cloves:5, cumin:122, oregano:0 → cumin (122 / 127) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:1, cumin:126, oregano:0 → cumin (126 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, oregano:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:37, cumin:0, oregano:0 → cloves (37 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:74, oregano:0 → cumin (74 / 74) ❌",-0.005,3.67,3.67
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",98.04,99.14,99.14,95.77,76.12,95.73,96.49,31.73,"[cumin.real.9511a582c32f.csv] cloves:40, cumin:343, oregano:0 → cumin (343 / 383) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:282, oregano:4 → cumin (282 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:365, cumin:18, oregano:0 → cloves (365 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:115, oregano:0 → cumin (115 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:76, cumin:19, oregano:20 → cloves (76 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:18, cumin:206, oregano:0 → cumin (206 / 224) ❌",-0.009,21.92,21.92
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",99.72,100.0,99.19,100.0,94.25,96.67,96.67,88.89,"[cumin.real.9511a582c32f.csv] cloves:1, cumin:96, oregano:0 → cumin (96 / 97) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:97, oregano:0 → cumin (97 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:1, oregano:0 → cloves (96 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, oregano:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:27, cumin:3, oregano:0 → cloves (27 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:57, oregano:0 → cumin (57 / 57) ❌",-0.017,5.47,5.47
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,89.47,100.0,100.0,65.71,"[cumin.real.9511a582c32f.csv] cloves:4, cumin:124, oregano:0 → cumin (124 / 128) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:9, cumin:119, oregano:0 → cumin (119 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:125, cumin:3, oregano:0 → cloves (125 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:31, cumin:8, oregano:0 → cloves (31 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:2, cumin:73, oregano:0 → cumin (73 / 75) ❌",-0.019,10.53,10.53
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",98.44,96.88,100.0,98.41,98.08,94.44,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:23, cumin:40, oregano:0 → cumin (40 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:30, cumin:32, oregano:1 → cumin (32 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, oregano:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:9, cumin:0, oregano:9 → cloves (9 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:9, cumin:27, oregano:0 → cumin (27 / 36) ❌",-0.021,0.36,0.36
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,90.62,100.0,85.0,85.71,64.71,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:9, cumin:2, oregano:0 → cloves (9 / 11) ✅",-0.03,25.91,25.91
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",92.86,98.67,94.44,85.71,80.0,84.21,100.0,52.94,"[cumin.real.9511a582c32f.csv] cloves:25, cumin:38, oregano:0 → cumin (38 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:51, cumin:12, oregano:0 → cloves (51 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:2, oregano:17 → oregano (17 / 19) ❌ | [cloves.real.64c1deab910f.csv] cloves:9, cumin:26, oregano:2 → cumin (26 / 37) ❌",-0.031,12.86,12.86
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",53.12,0.0,60.0,100.0,66.67,0.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:4, oregano:1 → cumin (4 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, oregano:0 → cumin (11 / 11) ❌",-0.033,-13.55,13.55
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",62.5,78.26,100.0,0.0,64.71,83.33,100.0,0.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, oregano:0 → cumin (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:4, cumin:2, oregano:0 → cloves (4 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, oregano:0 → cumin (11 / 11) ❌",-0.056,-2.21,2.21
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",95.74,99.15,95.97,91.82,83.91,96.67,96.67,55.56,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:39, oregano:58 → oregano (58 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:22, cumin:24, oregano:51 → oregano (51 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:1, cumin:96, oregano:0 → cumin (96 / 97) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, oregano:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:4, oregano:20 → oregano (20 / 30) ❌ | [cloves.real.64c1deab910f.csv] cloves:4, cumin:42, oregano:11 → cumin (42 / 57) ❌",-0.09,11.83,11.83
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",62.5,0.0,80.0,100.0,66.67,0.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:11, oregano:8 → cumin (11 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:6, oregano:13 → oregano (13 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:9, oregano:10 → oregano (10 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:4, oregano:1 → cumin (4 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:1, cumin:1, oregano:3 → oregano (3 / 5) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:7, oregano:4 → cumin (7 / 11) ❌",-0.178,-4.17,4.17
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",95.54,97.4,97.42,91.37,88.99,86.84,97.3,82.35,"[cumin.real.9511a582c32f.csv] cloves:62, cumin:60, oregano:5 → cloves (62 / 127) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:64, cumin:62, oregano:1 → cloves (64 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:89, cumin:38, oregano:0 → cloves (89 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:37, oregano:0 → cumin (37 / 37) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:15, cumin:2, oregano:20 → oregano (20 / 37) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:73, oregano:1 → cumin (73 / 74) ❌",-0.202,6.55,6.55
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",40.62,0.0,20.0,100.0,46.67,0.0,40.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, oregano:0 → cumin (11 / 11) ❌",-0.333,-6.05,6.05
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",37.5,0.0,20.0,100.0,40.0,0.0,20.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:3, oregano:2 → cumin (3 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, oregano:11 → oregano (11 / 11) ❌",-0.4,-2.5,2.5
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",31.25,0.0,0.0,100.0,33.33,0.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:18, oregano:1 → cumin (18 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:5 → oregano (5 / 5) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, oregano:11 → oregano (11 / 11) ❌",-0.675,-2.08,2.08
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],99.72,100.0,100.0,99.08,75.86,100.0,30.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, oregano:97 → oregano (97 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, oregano:97 → oregano (97 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, oregano:97 → oregano (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:30 → oregano (30 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:30 → oregano (30 / 30) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, oregano:57 → oregano (57 / 57) ❌",-1.0,23.86,23.86
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,69.09,100.0,10.53,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, oregano:63 → oregano (63 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, oregano:63 → oregano (63 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, oregano:63 → oregano (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, oregano:37 → oregano (37 / 37) ❌",-1.0,30.91,30.91
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],99.86,99.59,100.0,100.0,66.57,100.0,9.24,91.74,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, oregano:388 → oregano (388 / 388) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, oregano:388 → oregano (388 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, oregano:388 → oregano (388 / 388) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:120 → oregano (120 / 120) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:120 → oregano (120 / 120) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, oregano:229 → oregano (229 / 229) ❌",-1.0,33.29,33.29
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],100.0,100.0,100.0,100.0,43.86,100.0,0.0,28.57,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, oregano:128 → oregano (128 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, oregano:128 → oregano (128 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, oregano:128 → oregano (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, oregano:39 → oregano (39 / 39) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, oregano:39 → oregano (39 / 39) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, oregano:75 → oregano (75 / 75) ❌",-1.0,56.14,56.14
